"Tree","Stand","Species","Host","Year","age","inc","dbh","dbh.lag"
832,"SS","Potr","Host",1983,11,0.879,2.4633,2.2875
832,"SS","Potr","Host",1984,12,1.4065,2.7446,2.4633
832,"SS","Potr","Host",1985,13,1.663,3.0772,2.7446
832,"SS","Potr","Host",1986,14,1.4225,3.3617,3.0772
832,"SS","Potr","Host",1987,15,1.531,3.6679,3.3617
832,"SS","Potr","Host",1988,16,1.7675,4.0214,3.6679
832,"SS","Potr","Host",1989,17,2.0865,4.4387,4.0214
832,"SS","Potr","Host",1990,18,1.386,4.7159,4.4387
832,"SS","Potr","Host",1991,19,1.6485,5.0456,4.7159
832,"SS","Potr","Host",1992,20,2.141,5.4738,5.0456
832,"SS","Potr","Host",1993,21,3.8385,6.2415,5.4738
832,"SS","Potr","Host",1994,22,4.26,7.0935,6.2415
832,"SS","Potr","Host",1995,23,3.5765,7.8088,7.0935
832,"SS","Potr","Host",1996,24,3.075,8.4238,7.8088
832,"SS","Potr","Host",1997,25,2.838,8.9914,8.4238
832,"SS","Potr","Host",1998,26,4.011,9.7936,8.9914
832,"SS","Potr","Host",1999,27,2.884,10.3704,9.7936
832,"SS","Potr","Host",2000,28,3.1425,10.9989,10.3704
832,"SS","Potr","Host",2001,29,3.1545,11.6298,10.9989
832,"SS","Potr","Host",2002,30,2.3725,12.1043,11.6298
832,"SS","Potr","Host",2003,31,1.526,12.4095,12.1043
832,"SS","Potr","Host",2004,32,1.57,12.7235,12.4095
832,"SS","Potr","Host",2005,33,1.7235,13.0682,12.7235
832,"SS","Potr","Host",2006,34,2.181,13.5044,13.0682
832,"SS","Potr","Host",2007,35,1.7675,13.8579,13.5044
832,"SS","Potr","Host",2008,36,2.2255,14.303,13.8579
832,"SS","Potr","Host",2009,37,1.8095,14.6649,14.303
832,"SS","Potr","Host",2010,38,1.143,14.8935,14.6649
833,"SS","Potr","Host",1972,1,1.044,0.2088,0
833,"SS","Potr","Host",1973,2,1.7315,0.5551,0.2088
833,"SS","Potr","Host",1974,3,1.37,0.8291,0.5551
833,"SS","Potr","Host",1975,4,1.2475,1.0786,0.8291
833,"SS","Potr","Host",1976,5,0.9995,1.2785,1.0786
833,"SS","Potr","Host",1977,6,0.8695,1.4524,1.2785
833,"SS","Potr","Host",1978,7,1.0685,1.6661,1.4524
833,"SS","Potr","Host",1979,8,0.3685,1.7398,1.6661
833,"SS","Potr","Host",1980,9,1.21,1.9818,1.7398
833,"SS","Potr","Host",1981,10,0.2505,2.0319,1.9818
833,"SS","Potr","Host",1982,11,0.244,2.0807,2.0319
833,"SS","Potr","Host",1983,12,1.594,2.3995,2.0807
833,"SS","Potr","Host",1984,13,2.0495,2.8094,2.3995
833,"SS","Potr","Host",1985,14,1.9065,3.1907,2.8094
833,"SS","Potr","Host",1986,15,1.896,3.5699,3.1907
833,"SS","Potr","Host",1987,16,1.7305,3.916,3.5699
833,"SS","Potr","Host",1988,17,2.139,4.3438,3.916
833,"SS","Potr","Host",1989,18,1.7435,4.6925,4.3438
833,"SS","Potr","Host",1990,19,1.8295,5.0584,4.6925
833,"SS","Potr","Host",1991,20,2.1375,5.4859,5.0584
833,"SS","Potr","Host",1992,21,2.7835,6.0426,5.4859
833,"SS","Potr","Host",1993,22,3.495,6.7416,6.0426
833,"SS","Potr","Host",1994,23,3.418,7.4252,6.7416
833,"SS","Potr","Host",1995,24,3.001,8.0254,7.4252
833,"SS","Potr","Host",1996,25,3.3525,8.6959,8.0254
833,"SS","Potr","Host",1997,26,3.6685,9.4296,8.6959
833,"SS","Potr","Host",1998,27,3.3255,10.0947,9.4296
833,"SS","Potr","Host",1999,28,1.6855,10.4318,10.0947
833,"SS","Potr","Host",2000,29,1.898,10.8114,10.4318
833,"SS","Potr","Host",2001,30,3.218,11.455,10.8114
833,"SS","Potr","Host",2002,31,2.083,11.8716,11.455
833,"SS","Potr","Host",2003,32,1.3885,12.1493,11.8716
833,"SS","Potr","Host",2004,33,2.1365,12.5766,12.1493
833,"SS","Potr","Host",2005,34,1.9825,12.9731,12.5766
833,"SS","Potr","Host",2006,35,2.503,13.4737,12.9731
833,"SS","Potr","Host",2007,36,2.7715,14.028,13.4737
833,"SS","Potr","Host",2008,37,3.2435,14.6767,14.028
833,"SS","Potr","Host",2009,38,2.1515,15.107,14.6767
833,"SS","Potr","Host",2010,39,1.8895,15.4849,15.107
834,"SS","Potr","Host",1969,1,2.251,0.4502,0
834,"SS","Potr","Host",1970,2,1.567,0.7636,0.4502
834,"SS","Potr","Host",1971,3,1.063,0.9762,0.7636
834,"SS","Potr","Host",1972,4,1.8695,1.3501,0.9762
834,"SS","Potr","Host",1973,5,1.876,1.7253,1.3501
834,"SS","Potr","Host",1974,6,1.5055,2.0264,1.7253
834,"SS","Potr","Host",1975,7,1.32,2.2904,2.0264
834,"SS","Potr","Host",1976,8,1.2985,2.5501,2.2904
834,"SS","Potr","Host",1977,9,0.865,2.7231,2.5501
834,"SS","Potr","Host",1978,10,1.243,2.9717,2.7231
834,"SS","Potr","Host",1979,11,0.386,3.0489,2.9717
834,"SS","Potr","Host",1980,12,0.9625,3.2414,3.0489
834,"SS","Potr","Host",1981,13,0.6055,3.3625,3.2414
834,"SS","Potr","Host",1982,14,0.8805,3.5386,3.3625
834,"SS","Potr","Host",1983,15,1.3535,3.8093,3.5386
834,"SS","Potr","Host",1984,16,1.3525,4.0798,3.8093
834,"SS","Potr","Host",1985,17,1.348,4.3494,4.0798
834,"SS","Potr","Host",1986,18,1.3715,4.6237,4.3494
834,"SS","Potr","Host",1987,19,0.9625,4.8162,4.6237
834,"SS","Potr","Host",1988,20,1.1135,5.0389,4.8162
834,"SS","Potr","Host",1989,21,1.1115,5.2612,5.0389
834,"SS","Potr","Host",1990,22,1.4315,5.5475,5.2612
834,"SS","Potr","Host",1991,23,1.9335,5.9342,5.5475
834,"SS","Potr","Host",1992,24,2.2305,6.3803,5.9342
834,"SS","Potr","Host",1993,25,1.9,6.7603,6.3803
834,"SS","Potr","Host",1994,26,2.237,7.2077,6.7603
834,"SS","Potr","Host",1995,27,1.869,7.5815,7.2077
834,"SS","Potr","Host",1996,28,2.1805,8.0176,7.5815
834,"SS","Potr","Host",1997,29,1.6925,8.3561,8.0176
834,"SS","Potr","Host",1998,30,2.399,8.8359,8.3561
834,"SS","Potr","Host",1999,31,1.6225,9.1604,8.8359
834,"SS","Potr","Host",2000,32,1.4675,9.4539,9.1604
834,"SS","Potr","Host",2001,33,1.5645,9.7668,9.4539
834,"SS","Potr","Host",2002,34,1.0135,9.9695,9.7668
834,"SS","Potr","Host",2003,35,1.135,10.1965,9.9695
834,"SS","Potr","Host",2004,36,1.654,10.5273,10.1965
834,"SS","Potr","Host",2005,37,1.7915,10.8856,10.5273
834,"SS","Potr","Host",2006,38,1.5925,11.2041,10.8856
834,"SS","Potr","Host",2007,39,1.813,11.5667,11.2041
834,"SS","Potr","Host",2008,40,1.8355,11.9338,11.5667
834,"SS","Potr","Host",2009,41,0.7215,12.0781,11.9338
834,"SS","Potr","Host",2010,42,1.088,12.2957,12.0781
835,"SS","Potr","Host",1972,1,1.123,0.2246,0
835,"SS","Potr","Host",1973,2,3.7795,0.9805,0.2246
835,"SS","Potr","Host",1974,3,2.322,1.4449,0.9805
835,"SS","Potr","Host",1975,4,1.9975,1.8444,1.4449
835,"SS","Potr","Host",1976,5,1.698,2.184,1.8444
835,"SS","Potr","Host",1977,6,1.527,2.4894,2.184
835,"SS","Potr","Host",1978,7,0.8975,2.6689,2.4894
835,"SS","Potr","Host",1979,8,0.174,2.7037,2.6689
835,"SS","Potr","Host",1980,9,0.853,2.8743,2.7037
835,"SS","Potr","Host",1981,10,0.514,2.9771,2.8743
835,"SS","Potr","Host",1982,11,0.2575,3.0286,2.9771
835,"SS","Potr","Host",1983,12,0.8355,3.1957,3.0286
835,"SS","Potr","Host",1984,13,1.625,3.5207,3.1957
835,"SS","Potr","Host",1985,14,2.2105,3.9628,3.5207
835,"SS","Potr","Host",1986,15,1.9115,4.3451,3.9628
835,"SS","Potr","Host",1987,16,1.7625,4.6976,4.3451
835,"SS","Potr","Host",1988,17,1.885,5.0746,4.6976
835,"SS","Potr","Host",1989,18,1.833,5.4412,5.0746
835,"SS","Potr","Host",1990,19,1.5435,5.7499,5.4412
835,"SS","Potr","Host",1991,20,1.568,6.0635,5.7499
835,"SS","Potr","Host",1992,21,2.2685,6.5172,6.0635
835,"SS","Potr","Host",1993,22,2.6945,7.0561,6.5172
835,"SS","Potr","Host",1994,23,2.7955,7.6152,7.0561
835,"SS","Potr","Host",1995,24,2.634,8.142,7.6152
835,"SS","Potr","Host",1996,25,2.738,8.6896,8.142
835,"SS","Potr","Host",1997,26,3.764,9.4424,8.6896
835,"SS","Potr","Host",1998,27,4.07,10.2564,9.4424
835,"SS","Potr","Host",1999,28,2.747,10.8058,10.2564
835,"SS","Potr","Host",2000,29,3.2435,11.4545,10.8058
835,"SS","Potr","Host",2001,30,3.966,12.2477,11.4545
835,"SS","Potr","Host",2002,31,2.6655,12.7808,12.2477
835,"SS","Potr","Host",2003,32,1.306,13.042,12.7808
835,"SS","Potr","Host",2004,33,1.3595,13.3139,13.042
835,"SS","Potr","Host",2005,34,2.087,13.7313,13.3139
835,"SS","Potr","Host",2006,35,2.4705,14.2254,13.7313
835,"SS","Potr","Host",2007,36,2.4095,14.7073,14.2254
835,"SS","Potr","Host",2008,37,2.947,15.2967,14.7073
835,"SS","Potr","Host",2009,38,2.7025,15.8372,15.2967
835,"SS","Potr","Host",2010,39,1.8915,16.2155,15.8372
836,"SS","Potr","Host",1972,1,1.7245,0.3449,0
836,"SS","Potr","Host",1973,2,2.3995,0.8248,0.3449
836,"SS","Potr","Host",1974,3,2.19,1.2628,0.8248
836,"SS","Potr","Host",1975,4,1.885,1.6398,1.2628
836,"SS","Potr","Host",1976,5,1.766,1.993,1.6398
836,"SS","Potr","Host",1977,6,1.1315,2.2193,1.993
836,"SS","Potr","Host",1978,7,0.875,2.3943,2.2193
836,"SS","Potr","Host",1979,8,0.162,2.4267,2.3943
836,"SS","Potr","Host",1980,9,1.5375,2.7342,2.4267
836,"SS","Potr","Host",1981,10,0.376,2.8094,2.7342
836,"SS","Potr","Host",1982,11,0.2275,2.8549,2.8094
836,"SS","Potr","Host",1983,12,1.164,3.0877,2.8549
836,"SS","Potr","Host",1984,13,1.9985,3.4874,3.0877
836,"SS","Potr","Host",1985,14,1.63,3.8134,3.4874
836,"SS","Potr","Host",1986,15,2.2135,4.2561,3.8134
836,"SS","Potr","Host",1987,16,1.2885,4.5138,4.2561
836,"SS","Potr","Host",1988,17,3.016,5.117,4.5138
836,"SS","Potr","Host",1989,18,1.7005,5.4571,5.117
836,"SS","Potr","Host",1990,19,1.137,5.6845,5.4571
836,"SS","Potr","Host",1991,20,2.219,6.1283,5.6845
836,"SS","Potr","Host",1992,21,2.62,6.6523,6.1283
836,"SS","Potr","Host",1993,22,3.1205,7.2764,6.6523
836,"SS","Potr","Host",1994,23,2.4415,7.7647,7.2764
836,"SS","Potr","Host",1995,24,1.825,8.1297,7.7647
836,"SS","Potr","Host",1996,25,1.9045,8.5106,8.1297
836,"SS","Potr","Host",1997,26,2.2385,8.9583,8.5106
836,"SS","Potr","Host",1998,27,2.5705,9.4724,8.9583
836,"SS","Potr","Host",1999,28,1.1065,9.6937,9.4724
836,"SS","Potr","Host",2000,29,2.349,10.1635,9.6937
836,"SS","Potr","Host",2001,30,2.438,10.6511,10.1635
836,"SS","Potr","Host",2002,31,1.165,10.8841,10.6511
836,"SS","Potr","Host",2003,32,0.6005,11.0042,10.8841
836,"SS","Potr","Host",2004,33,1.374,11.279,11.0042
836,"SS","Potr","Host",2005,34,1.9255,11.6641,11.279
836,"SS","Potr","Host",2006,35,1.8595,12.036,11.6641
836,"SS","Potr","Host",2007,36,2.2495,12.4859,12.036
836,"SS","Potr","Host",2008,37,3.2665,13.1392,12.4859
836,"SS","Potr","Host",2009,38,2.136,13.5664,13.1392
836,"SS","Potr","Host",2010,39,1.776,13.9216,13.5664
837,"SS","Potr","Host",1973,1,3.228,0.6456,0
837,"SS","Potr","Host",1974,2,2.596,1.1648,0.6456
837,"SS","Potr","Host",1975,3,1.8505,1.5349,1.1648
837,"SS","Potr","Host",1976,4,1.715,1.8779,1.5349
837,"SS","Potr","Host",1977,5,1.188,2.1155,1.8779
837,"SS","Potr","Host",1978,6,1.007,2.3169,2.1155
837,"SS","Potr","Host",1979,7,0.2935,2.3756,2.3169
837,"SS","Potr","Host",1980,8,1.451,2.6658,2.3756
837,"SS","Potr","Host",1981,9,0.296,2.725,2.6658
837,"SS","Potr","Host",1982,10,0.2095,2.7669,2.725
837,"SS","Potr","Host",1983,11,1.471,3.0611,2.7669
837,"SS","Potr","Host",1984,12,1.5465,3.3704,3.0611
837,"SS","Potr","Host",1985,13,2.27,3.8244,3.3704
837,"SS","Potr","Host",1986,14,1.591,4.1426,3.8244
837,"SS","Potr","Host",1987,15,0.922,4.327,4.1426
837,"SS","Potr","Host",1988,16,1.366,4.6002,4.327
837,"SS","Potr","Host",1989,17,1.088,4.8178,4.6002
837,"SS","Potr","Host",1990,18,1.0145,5.0207,4.8178
837,"SS","Potr","Host",1991,19,2.3305,5.4868,5.0207
837,"SS","Potr","Host",1992,20,3.3245,6.1517,5.4868
837,"SS","Potr","Host",1993,21,4.878,7.1273,6.1517
837,"SS","Potr","Host",1994,22,4.2335,7.974,7.1273
837,"SS","Potr","Host",1995,23,3.7555,8.7251,7.974
837,"SS","Potr","Host",1996,24,2.5775,9.2406,8.7251
837,"SS","Potr","Host",1997,25,2.881,9.8168,9.2406
837,"SS","Potr","Host",1998,26,3.71,10.5588,9.8168
837,"SS","Potr","Host",1999,27,2.4665,11.0521,10.5588
837,"SS","Potr","Host",2000,28,2.872,11.6265,11.0521
837,"SS","Potr","Host",2001,29,4.047,12.4359,11.6265
837,"SS","Potr","Host",2002,30,2.532,12.9423,12.4359
837,"SS","Potr","Host",2003,31,1.817,13.3057,12.9423
837,"SS","Potr","Host",2004,32,2.961,13.8979,13.3057
837,"SS","Potr","Host",2005,33,2.8315,14.4642,13.8979
837,"SS","Potr","Host",2006,34,3.154,15.095,14.4642
837,"SS","Potr","Host",2007,35,3.3455,15.7641,15.095
837,"SS","Potr","Host",2008,36,3.767,16.5175,15.7641
837,"SS","Potr","Host",2009,37,2.8065,17.0788,16.5175
837,"SS","Potr","Host",2010,38,2.233,17.5254,17.0788
838,"SS","Potr","Host",1973,1,2.9225,0.5845,0
838,"SS","Potr","Host",1974,2,2.5775,1.1,0.5845
838,"SS","Potr","Host",1975,3,3.283,1.7566,1.1
838,"SS","Potr","Host",1976,4,1.8725,2.1311,1.7566
838,"SS","Potr","Host",1977,5,0.924,2.3159,2.1311
838,"SS","Potr","Host",1978,6,0.901,2.4961,2.3159
838,"SS","Potr","Host",1979,7,0.604,2.6169,2.4961
838,"SS","Potr","Host",1980,8,0.873,2.7915,2.6169
838,"SS","Potr","Host",1981,9,0.4325,2.878,2.7915
838,"SS","Potr","Host",1982,10,0.2815,2.9343,2.878
838,"SS","Potr","Host",1983,11,1.2755,3.1894,2.9343
838,"SS","Potr","Host",1984,12,1.6515,3.5197,3.1894
838,"SS","Potr","Host",1985,13,2.5455,4.0288,3.5197
838,"SS","Potr","Host",1986,14,1.977,4.4242,4.0288
838,"SS","Potr","Host",1987,15,1.433,4.7108,4.4242
838,"SS","Potr","Host",1988,16,1.7745,5.0657,4.7108
838,"SS","Potr","Host",1989,17,1.413,5.3483,5.0657
838,"SS","Potr","Host",1990,18,1.08,5.5643,5.3483
838,"SS","Potr","Host",1991,19,1.5505,5.8744,5.5643
838,"SS","Potr","Host",1992,20,2.372,6.3488,5.8744
838,"SS","Potr","Host",1993,21,4.514,7.2516,6.3488
838,"SS","Potr","Host",1994,22,4.1695,8.0855,7.2516
838,"SS","Potr","Host",1995,23,3.4045,8.7664,8.0855
838,"SS","Potr","Host",1996,24,2.546,9.2756,8.7664
838,"SS","Potr","Host",1997,25,2.4615,9.7679,9.2756
838,"SS","Potr","Host",1998,26,3.4965,10.4672,9.7679
838,"SS","Potr","Host",1999,27,2.3535,10.9379,10.4672
838,"SS","Potr","Host",2000,28,2.82,11.5019,10.9379
838,"SS","Potr","Host",2001,29,3.5835,12.2186,11.5019
838,"SS","Potr","Host",2002,30,2.87,12.7926,12.2186
838,"SS","Potr","Host",2003,31,2.3745,13.2675,12.7926
838,"SS","Potr","Host",2004,32,3.0925,13.886,13.2675
838,"SS","Potr","Host",2005,33,2.9205,14.4701,13.886
838,"SS","Potr","Host",2006,34,2.914,15.0529,14.4701
838,"SS","Potr","Host",2007,35,3.39,15.7309,15.0529
838,"SS","Potr","Host",2008,36,3.0305,16.337,15.7309
838,"SS","Potr","Host",2009,37,2.081,16.7532,16.337
838,"SS","Potr","Host",2010,38,1.87,17.1272,16.7532
839,"SS","Potr","Host",1973,1,2.232,0.4464,0
839,"SS","Potr","Host",1974,2,2.2455,0.8955,0.4464
839,"SS","Potr","Host",1975,3,1.522,1.1999,0.8955
839,"SS","Potr","Host",1976,4,1.2065,1.4412,1.1999
839,"SS","Potr","Host",1977,5,0.717,1.5846,1.4412
839,"SS","Potr","Host",1978,6,0.9075,1.7661,1.5846
839,"SS","Potr","Host",1979,7,0.204,1.8069,1.7661
839,"SS","Potr","Host",1980,8,1.8965,2.1862,1.8069
839,"SS","Potr","Host",1981,9,0.759,2.338,2.1862
839,"SS","Potr","Host",1982,10,0.4075,2.4195,2.338
839,"SS","Potr","Host",1983,11,2.1515,2.8498,2.4195
839,"SS","Potr","Host",1984,12,2.623,3.3744,2.8498
839,"SS","Potr","Host",1985,13,2.749,3.9242,3.3744
839,"SS","Potr","Host",1986,14,2.3025,4.3847,3.9242
839,"SS","Potr","Host",1987,15,1.758,4.7363,4.3847
839,"SS","Potr","Host",1988,16,2.7625,5.2888,4.7363
839,"SS","Potr","Host",1989,17,2.4725,5.7833,5.2888
839,"SS","Potr","Host",1990,18,1.724,6.1281,5.7833
839,"SS","Potr","Host",1991,19,2.2645,6.581,6.1281
839,"SS","Potr","Host",1992,20,2.1245,7.0059,6.581
839,"SS","Potr","Host",1993,21,2.7295,7.5518,7.0059
839,"SS","Potr","Host",1994,22,2.6485,8.0815,7.5518
839,"SS","Potr","Host",1995,23,2.392,8.5599,8.0815
839,"SS","Potr","Host",1996,24,2.221,9.0041,8.5599
839,"SS","Potr","Host",1997,25,3.316,9.6673,9.0041
839,"SS","Potr","Host",1998,26,2.6805,10.2034,9.6673
839,"SS","Potr","Host",1999,27,1.426,10.4886,10.2034
839,"SS","Potr","Host",2000,28,2.4215,10.9729,10.4886
839,"SS","Potr","Host",2001,29,2.8835,11.5496,10.9729
839,"SS","Potr","Host",2002,30,1.286,11.8068,11.5496
839,"SS","Potr","Host",2003,31,0.561,11.919,11.8068
839,"SS","Potr","Host",2004,32,1.1875,12.1565,11.919
839,"SS","Potr","Host",2005,33,1.6545,12.4874,12.1565
839,"SS","Potr","Host",2006,34,1.975,12.8824,12.4874
839,"SS","Potr","Host",2007,35,2.485,13.3794,12.8824
839,"SS","Potr","Host",2008,36,2.645,13.9084,13.3794
839,"SS","Potr","Host",2009,37,1.809,14.2702,13.9084
839,"SS","Potr","Host",2010,38,1.541,14.5784,14.2702
840,"SS","Potr","Host",1973,1,2.7285,0.5457,0
840,"SS","Potr","Host",1974,2,3.0685,1.1594,0.5457
840,"SS","Potr","Host",1975,3,2.12,1.5834,1.1594
840,"SS","Potr","Host",1976,4,1.469,1.8772,1.5834
840,"SS","Potr","Host",1977,5,1.146,2.1064,1.8772
840,"SS","Potr","Host",1978,6,0.973,2.301,2.1064
840,"SS","Potr","Host",1979,7,0.1505,2.3311,2.301
840,"SS","Potr","Host",1980,8,0.9365,2.5184,2.3311
840,"SS","Potr","Host",1981,9,0.2955,2.5775,2.5184
840,"SS","Potr","Host",1982,10,0.2205,2.6216,2.5775
840,"SS","Potr","Host",1983,11,1.348,2.8912,2.6216
840,"SS","Potr","Host",1984,12,1.994,3.29,2.8912
840,"SS","Potr","Host",1985,13,2.569,3.8038,3.29
840,"SS","Potr","Host",1986,14,1.7755,4.1589,3.8038
840,"SS","Potr","Host",1987,15,1.612,4.4813,4.1589
840,"SS","Potr","Host",1988,16,2.2005,4.9214,4.4813
840,"SS","Potr","Host",1989,17,2.189,5.3592,4.9214
840,"SS","Potr","Host",1990,18,1.64,5.6872,5.3592
840,"SS","Potr","Host",1991,19,1.007,5.8886,5.6872
840,"SS","Potr","Host",1992,20,1.765,6.2416,5.8886
840,"SS","Potr","Host",1993,21,2.711,6.7838,6.2416
840,"SS","Potr","Host",1994,22,2.0345,7.1907,6.7838
840,"SS","Potr","Host",1995,23,2.0575,7.6022,7.1907
840,"SS","Potr","Host",1996,24,2.1565,8.0335,7.6022
840,"SS","Potr","Host",1997,25,2.7845,8.5904,8.0335
840,"SS","Potr","Host",1998,26,3.212,9.2328,8.5904
840,"SS","Potr","Host",1999,27,1.3725,9.5073,9.2328
840,"SS","Potr","Host",2000,28,2.6665,10.0406,9.5073
840,"SS","Potr","Host",2001,29,2.798,10.6002,10.0406
840,"SS","Potr","Host",2002,30,1.3435,10.8689,10.6002
840,"SS","Potr","Host",2003,31,1.076,11.0841,10.8689
840,"SS","Potr","Host",2004,32,1.5515,11.3944,11.0841
840,"SS","Potr","Host",2005,33,1.555,11.7054,11.3944
840,"SS","Potr","Host",2006,34,1.559,12.0172,11.7054
840,"SS","Potr","Host",2007,35,2.253,12.4678,12.0172
840,"SS","Potr","Host",2008,36,3.346,13.137,12.4678
840,"SS","Potr","Host",2009,37,2.9645,13.7299,13.137
840,"SS","Potr","Host",2010,38,2.2685,14.1836,13.7299
841,"SS","Potr","Host",1975,1,1.8865,0.3773,0
841,"SS","Potr","Host",1976,2,3.203,1.0179,0.3773
841,"SS","Potr","Host",1977,3,1.427,1.3033,1.0179
841,"SS","Potr","Host",1978,4,0.983,1.4999,1.3033
841,"SS","Potr","Host",1979,5,0.8965,1.6792,1.4999
841,"SS","Potr","Host",1980,6,0.622,1.8036,1.6792
841,"SS","Potr","Host",1981,7,0.501,1.9038,1.8036
841,"SS","Potr","Host",1982,8,0.488,2.0014,1.9038
841,"SS","Potr","Host",1983,9,0.5055,2.1025,2.0014
841,"SS","Potr","Host",1984,10,1.1595,2.3344,2.1025
841,"SS","Potr","Host",1985,11,1.64,2.6624,2.3344
841,"SS","Potr","Host",1986,12,1.858,3.034,2.6624
841,"SS","Potr","Host",1987,13,0.999,3.2338,3.034
841,"SS","Potr","Host",1988,14,1.6075,3.5553,3.2338
841,"SS","Potr","Host",1989,15,0.591,3.6735,3.5553
841,"SS","Potr","Host",1990,16,0.5955,3.7926,3.6735
841,"SS","Potr","Host",1991,17,1.579,4.1084,3.7926
841,"SS","Potr","Host",1992,18,1.7355,4.4555,4.1084
841,"SS","Potr","Host",1993,19,2.1385,4.8832,4.4555
841,"SS","Potr","Host",1994,20,2.194,5.322,4.8832
841,"SS","Potr","Host",1995,21,1.927,5.7074,5.322
841,"SS","Potr","Host",1996,22,1.9535,6.0981,5.7074
841,"SS","Potr","Host",1997,23,2.364,6.5709,6.0981
841,"SS","Potr","Host",1998,24,2.121,6.9951,6.5709
841,"SS","Potr","Host",1999,25,1.1035,7.2158,6.9951
841,"SS","Potr","Host",2000,26,1.7125,7.5583,7.2158
841,"SS","Potr","Host",2001,27,1.82,7.9223,7.5583
841,"SS","Potr","Host",2002,28,1.1085,8.144,7.9223
841,"SS","Potr","Host",2003,29,0.4555,8.2351,8.144
841,"SS","Potr","Host",2004,30,1.2165,8.4784,8.2351
841,"SS","Potr","Host",2005,31,1.4165,8.7617,8.4784
841,"SS","Potr","Host",2006,32,1.704,9.1025,8.7617
841,"SS","Potr","Host",2007,33,1.91,9.4845,9.1025
841,"SS","Potr","Host",2008,34,2.1585,9.9162,9.4845
841,"SS","Potr","Host",2009,35,1.766,10.2694,9.9162
841,"SS","Potr","Host",2010,36,1.6875,10.6069,10.2694
842,"SS","Potr","Host",1986,1,1.713,0.3426,0
842,"SS","Potr","Host",1987,2,1.5,0.6426,0.3426
842,"SS","Potr","Host",1988,3,1.8865,1.0199,0.6426
842,"SS","Potr","Host",1989,4,1.6025,1.3404,1.0199
842,"SS","Potr","Host",1990,5,1.236,1.5876,1.3404
842,"SS","Potr","Host",1991,6,4.1065,2.4089,1.5876
842,"SS","Potr","Host",1992,7,6.668,3.7425,2.4089
842,"SS","Potr","Host",1993,8,4.199,4.5823,3.7425
842,"SS","Potr","Host",1994,9,4.238,5.4299,4.5823
842,"SS","Potr","Host",1995,10,3.293,6.0885,5.4299
842,"SS","Potr","Host",1996,11,2.779,6.6443,6.0885
842,"SS","Potr","Host",1997,12,3.4025,7.3248,6.6443
842,"SS","Potr","Host",1998,13,3.8535,8.0955,7.3248
842,"SS","Potr","Host",1999,14,2.348,8.5651,8.0955
842,"SS","Potr","Host",2000,15,2.818,9.1287,8.5651
842,"SS","Potr","Host",2001,16,3.415,9.8117,9.1287
842,"SS","Potr","Host",2002,17,1.6275,10.1372,9.8117
842,"SS","Potr","Host",2003,18,1.1185,10.3609,10.1372
842,"SS","Potr","Host",2004,19,1.6305,10.687,10.3609
842,"SS","Potr","Host",2005,20,2.3495,11.1569,10.687
842,"SS","Potr","Host",2006,21,2.0405,11.565,11.1569
842,"SS","Potr","Host",2007,22,2.0595,11.9769,11.565
842,"SS","Potr","Host",2008,23,2.317,12.4403,11.9769
842,"SS","Potr","Host",2009,24,2.067,12.8537,12.4403
842,"SS","Potr","Host",2010,25,1.813,13.2163,12.8537
843,"SS","Potr","Host",1975,1,2.718,0.5436,0
843,"SS","Potr","Host",1976,2,2.5935,1.0623,0.5436
843,"SS","Potr","Host",1977,3,2.477,1.5577,1.0623
843,"SS","Potr","Host",1978,4,2.547,2.0671,1.5577
843,"SS","Potr","Host",1979,5,0.5875,2.1846,2.0671
843,"SS","Potr","Host",1980,6,1.7255,2.5297,2.1846
843,"SS","Potr","Host",1981,7,0.5085,2.6314,2.5297
843,"SS","Potr","Host",1982,8,0.2,2.6714,2.6314
843,"SS","Potr","Host",1983,9,1.475,2.9664,2.6714
843,"SS","Potr","Host",1984,10,2.0525,3.3769,2.9664
843,"SS","Potr","Host",1985,11,2.6635,3.9096,3.3769
843,"SS","Potr","Host",1986,12,2.418,4.3932,3.9096
843,"SS","Potr","Host",1987,13,2.149,4.823,4.3932
843,"SS","Potr","Host",1988,14,3.174,5.4578,4.823
843,"SS","Potr","Host",1989,15,2.221,5.902,5.4578
843,"SS","Potr","Host",1990,16,2.6765,6.4373,5.902
843,"SS","Potr","Host",1991,17,3.317,7.1007,6.4373
843,"SS","Potr","Host",1992,18,3.215,7.7437,7.1007
843,"SS","Potr","Host",1993,19,3.912,8.5261,7.7437
843,"SS","Potr","Host",1994,20,3.745,9.2751,8.5261
843,"SS","Potr","Host",1995,21,2.965,9.8681,9.2751
843,"SS","Potr","Host",1996,22,2.536,10.3753,9.8681
843,"SS","Potr","Host",1997,23,3.215,11.0183,10.3753
843,"SS","Potr","Host",1998,24,4.134,11.8451,11.0183
843,"SS","Potr","Host",1999,25,2.429,12.3309,11.8451
843,"SS","Potr","Host",2000,26,2.537,12.8383,12.3309
843,"SS","Potr","Host",2001,27,3.516,13.5415,12.8383
843,"SS","Potr","Host",2002,28,1.6735,13.8762,13.5415
843,"SS","Potr","Host",2003,29,1.6685,14.2099,13.8762
843,"SS","Potr","Host",2004,30,1.412,14.4923,14.2099
843,"SS","Potr","Host",2005,31,2.2855,14.9494,14.4923
843,"SS","Potr","Host",2006,32,2.065,15.3624,14.9494
