"Tree","Stand","Species","Host","Year","age","inc","dbh","dbh.lag"
1,"06","Pima","Non-Host",1985,1,0.366,0.0732,0
1,"06","Pima","Non-Host",1986,2,0.3975,0.1527,0.0732
1,"06","Pima","Non-Host",1987,3,0.307,0.2141,0.1527
1,"06","Pima","Non-Host",1988,4,0.333,0.2807,0.2141
1,"06","Pima","Non-Host",1989,5,0.4385,0.3684,0.2807
1,"06","Pima","Non-Host",1990,6,0.574,0.4832,0.3684
1,"06","Pima","Non-Host",1991,7,0.568,0.5968,0.4832
1,"06","Pima","Non-Host",1992,8,0.6985,0.7365,0.5968
1,"06","Pima","Non-Host",1993,9,0.1405,0.7646,0.7365
1,"06","Pima","Non-Host",1994,10,0.1925,0.8031,0.7646
1,"06","Pima","Non-Host",1995,11,0.307,0.8645,0.8031
1,"06","Pima","Non-Host",1996,12,0.2285,0.9102,0.8645
1,"06","Pima","Non-Host",1997,13,0.248,0.9598,0.9102
1,"06","Pima","Non-Host",1998,14,0.512,1.0622,0.9598
1,"06","Pima","Non-Host",1999,15,0.842,1.2306,1.0622
1,"06","Pima","Non-Host",2000,16,1.0485,1.4403,1.2306
1,"06","Pima","Non-Host",2001,17,0.932,1.6267,1.4403
1,"06","Pima","Non-Host",2002,18,0.6975,1.7662,1.6267
1,"06","Pima","Non-Host",2003,19,1.137,1.9936,1.7662
1,"06","Pima","Non-Host",2004,20,0.791,2.1518,1.9936
1,"06","Pima","Non-Host",2005,21,1.131,2.378,2.1518
1,"06","Pima","Non-Host",2006,22,1.5175,2.6815,2.378
1,"06","Pima","Non-Host",2007,23,1.5315,2.9878,2.6815
2,"06","Pima","Non-Host",1968,5,0.3945,0.286,0.2071
2,"06","Pima","Non-Host",1969,6,0.288,0.3436,0.286
2,"06","Pima","Non-Host",1970,7,0.1915,0.3819,0.3436
2,"06","Pima","Non-Host",1971,8,0.1075,0.4034,0.3819
2,"06","Pima","Non-Host",1972,9,0.106,0.4246,0.4034
2,"06","Pima","Non-Host",1973,10,0.2765,0.4799,0.4246
2,"06","Pima","Non-Host",1974,11,0.2345,0.5268,0.4799
2,"06","Pima","Non-Host",1975,12,0.4895,0.6247,0.5268
2,"06","Pima","Non-Host",1976,13,0.514,0.7275,0.6247
2,"06","Pima","Non-Host",1977,14,0.478,0.8231,0.7275
2,"06","Pima","Non-Host",1978,15,0.6355,0.9502,0.8231
2,"06","Pima","Non-Host",1979,16,0.6055,1.0713,0.9502
2,"06","Pima","Non-Host",1980,17,0.357,1.1427,1.0713
2,"06","Pima","Non-Host",1981,18,0.1575,1.1742,1.1427
2,"06","Pima","Non-Host",1982,19,0.163,1.2068,1.1742
2,"06","Pima","Non-Host",1983,20,0.423,1.2914,1.2068
2,"06","Pima","Non-Host",1984,21,0.3125,1.3539,1.2914
2,"06","Pima","Non-Host",1985,22,0.4875,1.4514,1.3539
2,"06","Pima","Non-Host",1986,23,0.2185,1.4951,1.4514
2,"06","Pima","Non-Host",1987,24,0.558,1.6067,1.4951
2,"06","Pima","Non-Host",1988,25,0.732,1.7531,1.6067
2,"06","Pima","Non-Host",1989,26,0.8455,1.9222,1.7531
2,"06","Pima","Non-Host",1990,27,1.025,2.1272,1.9222
2,"06","Pima","Non-Host",1991,28,1.032,2.3336,2.1272
2,"06","Pima","Non-Host",1992,29,1.0245,2.5385,2.3336
2,"06","Pima","Non-Host",1993,30,1.0265,2.7438,2.5385
2,"06","Pima","Non-Host",1994,31,0.9475,2.9333,2.7438
2,"06","Pima","Non-Host",1995,32,0.8675,3.1068,2.9333
2,"06","Pima","Non-Host",1996,33,1.431,3.393,3.1068
2,"06","Pima","Non-Host",1997,34,1.525,3.698,3.393
2,"06","Pima","Non-Host",1998,35,1.8515,4.0683,3.698
2,"06","Pima","Non-Host",1999,36,1.4185,4.352,4.0683
2,"06","Pima","Non-Host",2000,37,1.3785,4.6277,4.352
2,"06","Pima","Non-Host",2001,38,1.264,4.8805,4.6277
2,"06","Pima","Non-Host",2002,39,0.834,5.0473,4.8805
2,"06","Pima","Non-Host",2003,40,1.804,5.4081,5.0473
2,"06","Pima","Non-Host",2004,41,1.197,5.6475,5.4081
2,"06","Pima","Non-Host",2005,42,1.2565,5.8988,5.6475
2,"06","Pima","Non-Host",2006,43,1.488,6.1964,5.8988
2,"06","Pima","Non-Host",2007,44,1.807,6.5578,6.1964
3,"06","Pima","Non-Host",1978,1,0.6595,0.1319,0
3,"06","Pima","Non-Host",1979,2,0.339,0.1997,0.1319
3,"06","Pima","Non-Host",1980,3,0.392,0.2781,0.1997
3,"06","Pima","Non-Host",1981,4,0.366,0.3513,0.2781
3,"06","Pima","Non-Host",1982,5,0.3295,0.4172,0.3513
3,"06","Pima","Non-Host",1983,6,0.3065,0.4785,0.4172
3,"06","Pima","Non-Host",1984,7,0.5965,0.5978,0.4785
3,"06","Pima","Non-Host",1985,8,0.5055,0.6989,0.5978
3,"06","Pima","Non-Host",1986,9,0.5315,0.8052,0.6989
3,"06","Pima","Non-Host",1987,10,0.1475,0.8347,0.8052
3,"06","Pima","Non-Host",1988,11,0.4985,0.9344,0.8347
3,"06","Pima","Non-Host",1989,12,0.9085,1.1161,0.9344
3,"06","Pima","Non-Host",1990,13,1.4415,1.4044,1.1161
3,"06","Pima","Non-Host",1991,14,1.0395,1.6123,1.4044
3,"06","Pima","Non-Host",1992,15,1.832,1.9787,1.6123
3,"06","Pima","Non-Host",1993,16,1.128,2.2043,1.9787
3,"06","Pima","Non-Host",1994,17,1.4,2.4843,2.2043
3,"06","Pima","Non-Host",1995,18,1.6445,2.8132,2.4843
3,"06","Pima","Non-Host",1996,19,1.1605,3.0453,2.8132
3,"06","Pima","Non-Host",1997,20,1.7815,3.4016,3.0453
3,"06","Pima","Non-Host",1998,21,1.8725,3.7761,3.4016
3,"06","Pima","Non-Host",1999,22,1.197,4.0155,3.7761
3,"06","Pima","Non-Host",2000,23,1.2465,4.2648,4.0155
3,"06","Pima","Non-Host",2001,24,0.863,4.4374,4.2648
3,"06","Pima","Non-Host",2002,25,1.044,4.6462,4.4374
3,"06","Pima","Non-Host",2003,26,1.622,4.9706,4.6462
3,"06","Pima","Non-Host",2004,27,1.8545,5.3415,4.9706
3,"06","Pima","Non-Host",2005,28,1.3955,5.6206,5.3415
3,"06","Pima","Non-Host",2006,29,2.004,6.0214,5.6206
3,"06","Pima","Non-Host",2007,30,2.3395,6.4893,6.0214
4,"06","Pima","Non-Host",1981,1,0.273,0.0546,0
4,"06","Pima","Non-Host",1982,2,0.371,0.1288,0.0546
4,"06","Pima","Non-Host",1983,3,0.4315,0.2151,0.1288
4,"06","Pima","Non-Host",1984,4,0.4135,0.2978,0.2151
4,"06","Pima","Non-Host",1985,5,0.471,0.392,0.2978
4,"06","Pima","Non-Host",1986,6,0.413,0.4746,0.392
4,"06","Pima","Non-Host",1987,7,0.425,0.5596,0.4746
4,"06","Pima","Non-Host",1988,8,0.5945,0.6785,0.5596
4,"06","Pima","Non-Host",1989,9,0.5695,0.7924,0.6785
4,"06","Pima","Non-Host",1990,10,0.4385,0.8801,0.7924
4,"06","Pima","Non-Host",1991,11,0.4685,0.9738,0.8801
4,"06","Pima","Non-Host",1992,12,0.488,1.0714,0.9738
4,"06","Pima","Non-Host",1993,13,0.6345,1.1983,1.0714
4,"06","Pima","Non-Host",1994,14,0.6725,1.3328,1.1983
4,"06","Pima","Non-Host",1995,15,0.6915,1.4711,1.3328
4,"06","Pima","Non-Host",1996,16,0.755,1.6221,1.4711
4,"06","Pima","Non-Host",1997,17,0.802,1.7825,1.6221
4,"06","Pima","Non-Host",1998,18,0.829,1.9483,1.7825
4,"06","Pima","Non-Host",1999,19,1.186,2.1855,1.9483
4,"06","Pima","Non-Host",2000,20,1.478,2.4811,2.1855
4,"06","Pima","Non-Host",2001,21,1.322,2.7455,2.4811
4,"06","Pima","Non-Host",2002,22,1.376,3.0207,2.7455
4,"06","Pima","Non-Host",2003,23,1.3805,3.2968,3.0207
4,"06","Pima","Non-Host",2004,24,1.5095,3.5987,3.2968
4,"06","Pima","Non-Host",2005,25,1.63,3.9247,3.5987
4,"06","Pima","Non-Host",2006,26,1.408,4.2063,3.9247
4,"06","Pima","Non-Host",2007,27,1.414,4.4891,4.2063
5,"06","Pima","Non-Host",1980,1,0.5935,0.1187,0
5,"06","Pima","Non-Host",1981,2,0.3865,0.196,0.1187
5,"06","Pima","Non-Host",1982,3,0.382,0.2724,0.196
5,"06","Pima","Non-Host",1983,4,0.456,0.3636,0.2724
5,"06","Pima","Non-Host",1984,5,0.4505,0.4537,0.3636
5,"06","Pima","Non-Host",1985,6,0.6455,0.5828,0.4537
5,"06","Pima","Non-Host",1986,7,0.1735,0.6175,0.5828
5,"06","Pima","Non-Host",1987,8,0.438,0.7051,0.6175
5,"06","Pima","Non-Host",1988,9,0.663,0.8377,0.7051
5,"06","Pima","Non-Host",1989,10,0.9045,1.0186,0.8377
5,"06","Pima","Non-Host",1990,11,0.632,1.145,1.0186
5,"06","Pima","Non-Host",1991,12,1.067,1.3584,1.145
5,"06","Pima","Non-Host",1992,13,1.0845,1.5753,1.3584
5,"06","Pima","Non-Host",1993,14,0.456,1.6665,1.5753
5,"06","Pima","Non-Host",1994,15,0.709,1.8083,1.6665
5,"06","Pima","Non-Host",1995,16,0.429,1.8941,1.8083
5,"06","Pima","Non-Host",1996,17,0.772,2.0485,1.8941
5,"06","Pima","Non-Host",1997,18,0.952,2.2389,2.0485
5,"06","Pima","Non-Host",1998,19,1.228,2.4845,2.2389
5,"06","Pima","Non-Host",1999,20,1.029,2.6903,2.4845
5,"06","Pima","Non-Host",2000,21,1.3095,2.9522,2.6903
5,"06","Pima","Non-Host",2001,22,1.0515,3.1625,2.9522
5,"06","Pima","Non-Host",2002,23,0.8635,3.3352,3.1625
5,"06","Pima","Non-Host",2003,24,1.316,3.5984,3.3352
5,"06","Pima","Non-Host",2004,25,1.057,3.8098,3.5984
5,"06","Pima","Non-Host",2005,26,1.2605,4.0619,3.8098
5,"06","Pima","Non-Host",2006,27,1.469,4.3557,4.0619
5,"06","Pima","Non-Host",2007,28,1.851,4.7259,4.3557
6,"06","Pima","Non-Host",1989,1,0.267,0.0534,0
6,"06","Pima","Non-Host",1990,2,0.238,0.101,0.0534
6,"06","Pima","Non-Host",1991,3,0.6705,0.2351,0.101
6,"06","Pima","Non-Host",1992,4,0.161,0.2673,0.2351
6,"06","Pima","Non-Host",1993,5,0.183,0.3039,0.2673
6,"06","Pima","Non-Host",1994,6,0.3385,0.3716,0.3039
6,"06","Pima","Non-Host",1995,7,0.3585,0.4433,0.3716
6,"06","Pima","Non-Host",1996,8,0.358,0.5149,0.4433
6,"06","Pima","Non-Host",1997,9,0.4395,0.6028,0.5149
6,"06","Pima","Non-Host",1998,10,0.568,0.7164,0.6028
6,"06","Pima","Non-Host",1999,11,0.5285,0.8221,0.7164
6,"06","Pima","Non-Host",2000,12,0.6745,0.957,0.8221
6,"06","Pima","Non-Host",2001,13,0.436,1.0442,0.957
6,"06","Pima","Non-Host",2002,14,0.4865,1.1415,1.0442
6,"06","Pima","Non-Host",2003,15,0.3665,1.2148,1.1415
6,"06","Pima","Non-Host",2004,16,0.4745,1.3097,1.2148
6,"06","Pima","Non-Host",2005,17,0.6375,1.4372,1.3097
6,"06","Pima","Non-Host",2006,18,0.7185,1.5809,1.4372
6,"06","Pima","Non-Host",2007,19,1.048,1.7905,1.5809
7,"06","Pima","Non-Host",1989,1,0.301,0.0602,0
7,"06","Pima","Non-Host",1990,2,0.1925,0.0987,0.0602
7,"06","Pima","Non-Host",1991,3,0.737,0.2461,0.0987
7,"06","Pima","Non-Host",1992,4,0.1195,0.27,0.2461
7,"06","Pima","Non-Host",1993,5,0.2245,0.3149,0.27
7,"06","Pima","Non-Host",1994,6,0.3255,0.38,0.3149
7,"06","Pima","Non-Host",1995,7,0.3485,0.4497,0.38
7,"06","Pima","Non-Host",1996,8,0.3235,0.5144,0.4497
7,"06","Pima","Non-Host",1997,9,0.4795,0.6103,0.5144
7,"06","Pima","Non-Host",1998,10,0.5225,0.7148,0.6103
7,"06","Pima","Non-Host",1999,11,0.6285,0.8405,0.7148
7,"06","Pima","Non-Host",2000,12,0.606,0.9617,0.8405
7,"06","Pima","Non-Host",2001,13,0.3435,1.0304,0.9617
7,"06","Pima","Non-Host",2002,14,0.4145,1.1133,1.0304
7,"06","Pima","Non-Host",2003,15,0.3255,1.1784,1.1133
7,"06","Pima","Non-Host",2004,16,0.4795,1.2743,1.1784
7,"06","Pima","Non-Host",2005,17,0.5565,1.3856,1.2743
7,"06","Pima","Non-Host",2006,18,0.676,1.5208,1.3856
7,"06","Pima","Non-Host",2007,19,1.0155,1.7239,1.5208
8,"06","Pima","Non-Host",1978,1,0.564,0.1128,0
8,"06","Pima","Non-Host",1979,2,0.412,0.1952,0.1128
8,"06","Pima","Non-Host",1980,3,0.6175,0.3187,0.1952
8,"06","Pima","Non-Host",1981,4,0.58,0.4347,0.3187
8,"06","Pima","Non-Host",1982,5,0.6555,0.5658,0.4347
8,"06","Pima","Non-Host",1983,6,0.8665,0.7391,0.5658
8,"06","Pima","Non-Host",1984,7,1,0.9391,0.7391
8,"06","Pima","Non-Host",1985,8,1.1115,1.1614,0.9391
8,"06","Pima","Non-Host",1986,9,0.2665,1.2147,1.1614
8,"06","Pima","Non-Host",1987,10,1.167,1.4481,1.2147
8,"06","Pima","Non-Host",1988,11,1.1385,1.6758,1.4481
8,"06","Pima","Non-Host",1989,12,1.9445,2.0647,1.6758
8,"06","Pima","Non-Host",1990,13,1.123,2.2893,2.0647
8,"06","Pima","Non-Host",1991,14,2.66,2.8213,2.2893
8,"06","Pima","Non-Host",1992,15,1.137,3.0487,2.8213
8,"06","Pima","Non-Host",1993,16,1.085,3.2657,3.0487
8,"06","Pima","Non-Host",1994,17,2.135,3.6927,3.2657
8,"06","Pima","Non-Host",1995,18,1.977,4.0881,3.6927
8,"06","Pima","Non-Host",1996,19,1.5155,4.3912,4.0881
8,"06","Pima","Non-Host",1997,20,2.0655,4.8043,4.3912
8,"06","Pima","Non-Host",1998,21,1.798,5.1639,4.8043
8,"06","Pima","Non-Host",1999,22,1.6925,5.5024,5.1639
8,"06","Pima","Non-Host",2000,23,2.1605,5.9345,5.5024
8,"06","Pima","Non-Host",2001,24,1.583,6.2511,5.9345
8,"06","Pima","Non-Host",2002,25,1.519,6.5549,6.2511
8,"06","Pima","Non-Host",2003,26,1.866,6.9281,6.5549
8,"06","Pima","Non-Host",2004,27,1.8475,7.2976,6.9281
8,"06","Pima","Non-Host",2005,28,1.9025,7.6781,7.2976
8,"06","Pima","Non-Host",2006,29,2.3305,8.1442,7.6781
8,"06","Pima","Non-Host",2007,30,2.513,8.6468,8.1442
9,"06","Pima","Non-Host",1980,1,0.416,0.0832,0
9,"06","Pima","Non-Host",1981,2,0.4835,0.1799,0.0832
9,"06","Pima","Non-Host",1982,3,0.251,0.2301,0.1799
9,"06","Pima","Non-Host",1983,4,0.25,0.2801,0.2301
9,"06","Pima","Non-Host",1984,5,0.315,0.3431,0.2801
9,"06","Pima","Non-Host",1985,6,0.215,0.3861,0.3431
9,"06","Pima","Non-Host",1986,7,0.25,0.4361,0.3861
9,"06","Pima","Non-Host",1987,8,0.178,0.4717,0.4361
9,"06","Pima","Non-Host",1988,9,0.3295,0.5376,0.4717
9,"06","Pima","Non-Host",1989,10,0.2545,0.5885,0.5376
9,"06","Pima","Non-Host",1990,11,0.295,0.6475,0.5885
9,"06","Pima","Non-Host",1991,12,0.2325,0.694,0.6475
9,"06","Pima","Non-Host",1992,13,0.2625,0.7465,0.694
9,"06","Pima","Non-Host",1993,14,0.3855,0.8236,0.7465
9,"06","Pima","Non-Host",1994,15,0.4355,0.9107,0.8236
9,"06","Pima","Non-Host",1995,16,0.415,0.9937,0.9107
9,"06","Pima","Non-Host",1996,17,0.7425,1.1422,0.9937
9,"06","Pima","Non-Host",1997,18,0.484,1.239,1.1422
9,"06","Pima","Non-Host",1998,19,0.227,1.2844,1.239
9,"06","Pima","Non-Host",1999,20,0.6605,1.4165,1.2844
9,"06","Pima","Non-Host",2000,21,0.7925,1.575,1.4165
9,"06","Pima","Non-Host",2001,22,0.4755,1.6701,1.575
9,"06","Pima","Non-Host",2002,23,0.5285,1.7758,1.6701
9,"06","Pima","Non-Host",2003,24,0.628,1.9014,1.7758
9,"06","Pima","Non-Host",2004,25,0.6035,2.0221,1.9014
9,"06","Pima","Non-Host",2005,26,0.5985,2.1418,2.0221
9,"06","Pima","Non-Host",2006,27,0.889,2.3196,2.1418
9,"06","Pima","Non-Host",2007,28,0.9165,2.5029,2.3196
10,"06","Pima","Non-Host",1980,1,0.447,0.0894,0
10,"06","Pima","Non-Host",1981,2,0.1635,0.1221,0.0894
10,"06","Pima","Non-Host",1982,3,0.213,0.1647,0.1221
10,"06","Pima","Non-Host",1983,4,0.165,0.1977,0.1647
10,"06","Pima","Non-Host",1984,5,0.282,0.2541,0.1977
10,"06","Pima","Non-Host",1985,6,0.3735,0.3288,0.2541
10,"06","Pima","Non-Host",1986,7,0.3285,0.3945,0.3288
10,"06","Pima","Non-Host",1987,8,0.4215,0.4788,0.3945
10,"06","Pima","Non-Host",1988,9,0.346,0.548,0.4788
10,"06","Pima","Non-Host",1989,10,0.384,0.6248,0.548
10,"06","Pima","Non-Host",1990,11,0.492,0.7232,0.6248
10,"06","Pima","Non-Host",1991,12,0.291,0.7814,0.7232
10,"06","Pima","Non-Host",1992,13,0.212,0.8238,0.7814
10,"06","Pima","Non-Host",1993,14,0.1605,0.8559,0.8238
10,"06","Pima","Non-Host",1994,15,0.2045,0.8968,0.8559
10,"06","Pima","Non-Host",1995,16,0.2985,0.9565,0.8968
10,"06","Pima","Non-Host",1996,17,0.31,1.0185,0.9565
10,"06","Pima","Non-Host",1997,18,0.342,1.0869,1.0185
10,"06","Pima","Non-Host",1998,19,0.621,1.2111,1.0869
10,"06","Pima","Non-Host",1999,20,0.542,1.3195,1.2111
10,"06","Pima","Non-Host",2000,21,0.6795,1.4554,1.3195
10,"06","Pima","Non-Host",2001,22,0.5695,1.5693,1.4554
10,"06","Pima","Non-Host",2002,23,0.444,1.6581,1.5693
10,"06","Pima","Non-Host",2003,24,0.5485,1.7678,1.6581
10,"06","Pima","Non-Host",2004,25,0.386,1.845,1.7678
10,"06","Pima","Non-Host",2005,26,0.561,1.9572,1.845
10,"06","Pima","Non-Host",2006,27,0.8145,2.1201,1.9572
10,"06","Pima","Non-Host",2007,28,0.8215,2.2844,2.1201
11,"06","Pima","Non-Host",1985,1,0.575,0.115,0
11,"06","Pima","Non-Host",1986,2,0.3265,0.1803,0.115
11,"06","Pima","Non-Host",1987,3,0.5415,0.2886,0.1803
11,"06","Pima","Non-Host",1988,4,0.4915,0.3869,0.2886
11,"06","Pima","Non-Host",1989,5,1.0435,0.5956,0.3869
11,"06","Pima","Non-Host",1990,6,0.6625,0.7281,0.5956
11,"06","Pima","Non-Host",1991,7,0.51,0.8301,0.7281
11,"06","Pima","Non-Host",1992,8,0.222,0.8745,0.8301
11,"06","Pima","Non-Host",1993,9,0.5045,0.9754,0.8745
11,"06","Pima","Non-Host",1994,10,0.463,1.068,0.9754
11,"06","Pima","Non-Host",1995,11,0.4575,1.1595,1.068
11,"06","Pima","Non-Host",1996,12,0.52,1.2635,1.1595
11,"06","Pima","Non-Host",1997,13,0.5375,1.371,1.2635
11,"06","Pima","Non-Host",1998,14,0.7395,1.5189,1.371
11,"06","Pima","Non-Host",1999,15,0.9405,1.707,1.5189
11,"06","Pima","Non-Host",2000,16,0.9455,1.8961,1.707
11,"06","Pima","Non-Host",2001,17,0.723,2.0407,1.8961
11,"06","Pima","Non-Host",2002,18,0.761,2.1929,2.0407
11,"06","Pima","Non-Host",2003,19,1.0415,2.4012,2.1929
11,"06","Pima","Non-Host",2004,20,0.959,2.593,2.4012
11,"06","Pima","Non-Host",2005,21,0.8605,2.7651,2.593
11,"06","Pima","Non-Host",2006,22,0.9745,2.96,2.7651
11,"06","Pima","Non-Host",2007,23,0.3855,3.0371,2.96
12,"06","Pima","Non-Host",1988,1,1.345,0.269,0
12,"06","Pima","Non-Host",1989,2,1.62,0.593,0.269
12,"06","Pima","Non-Host",1990,3,1.829,0.9588,0.593
12,"06","Pima","Non-Host",1991,4,2.268,1.4124,0.9588
12,"06","Pima","Non-Host",1992,5,1.8475,1.7819,1.4124
12,"06","Pima","Non-Host",1993,6,2.465,2.2749,1.7819
12,"06","Pima","Non-Host",1994,7,2.757,2.8263,2.2749
12,"06","Pima","Non-Host",1995,8,2.1525,3.2568,2.8263
12,"06","Pima","Non-Host",1996,9,3.052,3.8672,3.2568
12,"06","Pima","Non-Host",1997,10,3.1535,4.4979,3.8672
12,"06","Pima","Non-Host",1998,11,3.5595,5.2098,4.4979
12,"06","Pima","Non-Host",1999,12,2.529,5.7156,5.2098
12,"06","Pima","Non-Host",2000,13,2.86,6.2876,5.7156
12,"06","Pima","Non-Host",2001,14,2.8225,6.8521,6.2876
12,"06","Pima","Non-Host",2002,15,2.0455,7.2612,6.8521
12,"06","Pima","Non-Host",2003,16,2.162,7.6936,7.2612
12,"06","Pima","Non-Host",2004,17,2.042,8.102,7.6936
12,"06","Pima","Non-Host",2005,18,2.4815,8.5983,8.102
12,"06","Pima","Non-Host",2006,19,2.264,9.0511,8.5983
12,"06","Pima","Non-Host",2007,20,2.3875,9.5286,9.0511
12,"06","Pima","Non-Host",2008,21,1.5145,9.8315,9.5286
12,"06","Pima","Non-Host",2009,22,1.816,10.1947,9.8315
12,"06","Pima","Non-Host",2010,23,1.626,10.5199,10.1947
13,"06","Pima","Non-Host",1969,1,0.592,0.1184,0
13,"06","Pima","Non-Host",1970,2,1.14,0.3464,0.1184
13,"06","Pima","Non-Host",1971,3,1.696,0.6856,0.3464
13,"06","Pima","Non-Host",1972,4,1.475,0.9806,0.6856
13,"06","Pima","Non-Host",1973,5,1.364,1.2534,0.9806
13,"06","Pima","Non-Host",1974,6,0.704,1.3942,1.2534
13,"06","Pima","Non-Host",1975,7,0.911,1.5764,1.3942
13,"06","Pima","Non-Host",1976,8,1.394,1.8552,1.5764
13,"06","Pima","Non-Host",1977,9,1.29,2.1132,1.8552
13,"06","Pima","Non-Host",1978,10,1.514,2.416,2.1132
13,"06","Pima","Non-Host",1979,11,1.281,2.6722,2.416
13,"06","Pima","Non-Host",1980,12,1.0355,2.8793,2.6722
13,"06","Pima","Non-Host",1981,13,1.6285,3.205,2.8793
13,"06","Pima","Non-Host",1982,14,0.849,3.3748,3.205
13,"06","Pima","Non-Host",1983,15,1.3375,3.6423,3.3748
13,"06","Pima","Non-Host",1984,16,1.134,3.8691,3.6423
13,"06","Pima","Non-Host",1985,17,1.1415,4.0974,3.8691
13,"06","Pima","Non-Host",1986,18,1.178,4.333,4.0974
13,"06","Pima","Non-Host",1987,19,1.468,4.6266,4.333
13,"06","Pima","Non-Host",1988,20,0.8075,4.7881,4.6266
13,"06","Pima","Non-Host",1989,21,1.469,5.0819,4.7881
13,"06","Pima","Non-Host",1990,22,1.0325,5.2884,5.0819
13,"06","Pima","Non-Host",1991,23,1.0735,5.5031,5.2884
13,"06","Pima","Non-Host",1992,24,0.843,5.6717,5.5031
13,"06","Pima","Non-Host",1993,25,0.6235,5.7964,5.6717
13,"06","Pima","Non-Host",1994,26,1.0265,6.0017,5.7964
13,"06","Pima","Non-Host",1995,27,0.6765,6.137,6.0017
13,"06","Pima","Non-Host",1996,28,1.672,6.4714,6.137
13,"06","Pima","Non-Host",1997,29,2.28,6.9274,6.4714
13,"06","Pima","Non-Host",1998,30,1.896,7.3066,6.9274
13,"06","Pima","Non-Host",1999,31,1.9445,7.6955,7.3066
13,"06","Pima","Non-Host",2000,32,1.726,8.0407,7.6955
13,"06","Pima","Non-Host",2001,33,1.318,8.3043,8.0407
13,"06","Pima","Non-Host",2002,34,1.08,8.5203,8.3043
13,"06","Pima","Non-Host",2003,35,1.5105,8.8224,8.5203
13,"06","Pima","Non-Host",2004,36,1.411,9.1046,8.8224
13,"06","Pima","Non-Host",2005,37,1.282,9.361,9.1046
13,"06","Pima","Non-Host",2006,38,1.559,9.6728,9.361
13,"06","Pima","Non-Host",2007,39,1.729,10.0186,9.6728
13,"06","Pima","Non-Host",2008,40,1.4635,10.3113,10.0186
13,"06","Pima","Non-Host",2009,41,1.6885,10.649,10.3113
13,"06","Pima","Non-Host",2010,42,1.7345,10.9959,10.649
14,"06","Pima","Non-Host",1991,1,1.225,0.245,0
14,"06","Pima","Non-Host",1992,2,1.11,0.467,0.245
14,"06","Pima","Non-Host",1993,3,1.336,0.7342,0.467
14,"06","Pima","Non-Host",1994,4,1.908,1.1158,0.7342
14,"06","Pima","Non-Host",1995,5,2.0425,1.5243,1.1158
14,"06","Pima","Non-Host",1996,6,2.576,2.0395,1.5243
14,"06","Pima","Non-Host",1997,7,2.474,2.5343,2.0395
14,"06","Pima","Non-Host",1998,8,2.632,3.0607,2.5343
14,"06","Pima","Non-Host",1999,9,2.3285,3.5264,3.0607
14,"06","Pima","Non-Host",2000,10,2.1225,3.9509,3.5264
14,"06","Pima","Non-Host",2001,11,1.869,4.3247,3.9509
14,"06","Pima","Non-Host",2002,12,1.856,4.6959,4.3247
14,"06","Pima","Non-Host",2003,13,2.3795,5.1718,4.6959
14,"06","Pima","Non-Host",2004,14,2.0885,5.5895,5.1718
14,"06","Pima","Non-Host",2005,15,1.853,5.9601,5.5895
14,"06","Pima","Non-Host",2006,16,2.1555,6.3912,5.9601
14,"06","Pima","Non-Host",2007,17,2.3965,6.8705,6.3912
14,"06","Pima","Non-Host",2008,18,2.243,7.3191,6.8705
14,"06","Pima","Non-Host",2009,19,1.805,7.6801,7.3191
14,"06","Pima","Non-Host",2010,20,2.277,8.1355,7.6801
15,"06","Pima","Non-Host",1990,1,1.34,0.268,0
15,"06","Pima","Non-Host",1991,2,1.568,0.5816,0.268
15,"06","Pima","Non-Host",1992,3,0.916,0.7648,0.5816
15,"06","Pima","Non-Host",1993,4,0.902,0.9452,0.7648
15,"06","Pima","Non-Host",1994,5,2.027,1.3506,0.9452
15,"06","Pima","Non-Host",1995,6,1.6095,1.6725,1.3506
15,"06","Pima","Non-Host",1996,7,2.3625,2.145,1.6725
15,"06","Pima","Non-Host",1997,8,2.7565,2.6963,2.145
15,"06","Pima","Non-Host",1998,9,2.0955,3.1154,2.6963
15,"06","Pima","Non-Host",1999,10,1.7625,3.4679,3.1154
15,"06","Pima","Non-Host",2000,11,2.177,3.9033,3.4679
15,"06","Pima","Non-Host",2001,12,2.052,4.3137,3.9033
15,"06","Pima","Non-Host",2002,13,1.1105,4.5358,4.3137
15,"06","Pima","Non-Host",2003,14,2.0495,4.9457,4.5358
15,"06","Pima","Non-Host",2004,15,1.746,5.2949,4.9457
15,"06","Pima","Non-Host",2005,16,2.2805,5.751,5.2949
15,"06","Pima","Non-Host",2006,17,1.7995,6.1109,5.751
15,"06","Pima","Non-Host",2007,18,2.003,6.5115,6.1109
15,"06","Pima","Non-Host",2008,19,2.3095,6.9734,6.5115
15,"06","Pima","Non-Host",2009,20,2.063,7.386,6.9734
15,"06","Pima","Non-Host",2010,21,2.2055,7.8271,7.386
16,"06","Pima","Non-Host",1968,1,2.683,0.5366,0
16,"06","Pima","Non-Host",1969,2,1.877,0.912,0.5366
16,"06","Pima","Non-Host",1970,3,1.3525,1.1825,0.912
16,"06","Pima","Non-Host",1971,4,1.8135,1.5452,1.1825
16,"06","Pima","Non-Host",1972,5,2.1235,1.9699,1.5452
16,"06","Pima","Non-Host",1973,6,2.4485,2.4596,1.9699
16,"06","Pima","Non-Host",1974,7,2.156,2.8908,2.4596
